1926 FE1E 2876 [556, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] [12, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0]
1928 FE1E 2880 [556, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] [12, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0]
1930 F355 2884 [556, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] [12, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0]
1932 7E01 2888 [556, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] [12, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0]
1934 3E80 2888 [556, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] [12, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0]
1936 1774 2888 [556, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] [12, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0]
1908 A919 2888 [556, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] [12, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0]
1910 FE1E 2329 [556, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] [12, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0]
1912 FE1E 2334 [556, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] [12, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0]
1914 FE1E 2339 [556, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] [12, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0]
1916 FE1E 2344 [556, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] [12, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0]
1918 F365 2349 [556, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] [12, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0]
1920 AB34 2353 [556, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] [8, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0]
1922 FE1E 2868 [556, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] [8, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0]
1924 FE1E 2873 [556, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] [8, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0]
1926 FE1E 2878 [556, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] [8, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0]
1928 FE1E 2883 [556, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] [8, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0]
1930 F355 2888 [556, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] [8, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0]
1932 7E01 2892 [556, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] [8, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0]
1934 3E80 2892 [556, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] [8, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0]
1936 1774 2892 [556, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] [8, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0]
1908 A919 2892 [556, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] [8, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0]
